STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
FR000007150,Paris,12-05-2017,0.03,60,72,51
FR000007150,Paris,13-05-2017,0.54,60,69,52
FR000007150,Paris,14-05-2017,0,60,69,53
FR000007150,Paris,15-05-2017,0.03,65,77,52
FR000007150,Paris,16-05-2017,0,70,83,60
FR000007150,Paris,17-05-2017,0,73,85,
FR000007150,Paris,18-05-2017,0.3,61,72,
FR000007150,Paris,19-05-2017,0.58,54,63,
FR000007150,Paris,20-05-2017,0.09,56,66,45
FR000007150,Paris,21-05-2017,0,62,73,49
FR000007150,Paris,22-05-2017,0,68,80,54
FR000007150,Paris,23-05-2017,0,67,77,58
FR000007150,Paris,24-05-2017,0,68,78,60
FR000007150,Paris,25-05-2017,0,72,81,61
FR000007150,Paris,26-05-2017,0,74,84,62
FR000007150,Paris,27-05-2017,0,76,88,64
FR000007150,Paris,28-05-2017,,66,,
FR000007150,Paris,29-05-2017,,77,,
FR000007150,Paris,30-05-2017,0,67,73,
FR000007150,Paris,31-05-2017,0,67,,58
FR000007150,Paris,01-06-2017,0,72,83,60
FR000007150,Paris,02-06-2017,0,71,83,
FR000007150,Paris,03-06-2017,0.13,63,70,
FR000007150,Paris,04-06-2017,0.09,60,68,52
FR000007150,Paris,05-06-2017,0,65,76,54
FR000007150,Paris,06-06-2017,0.28,58,69,
FR000007150,Paris,07-06-2017,0.14,59,69,51
FR000007150,Paris,08-06-2017,0,69,82,54
FR000007150,Paris,09-06-2017,0.42,66,80,60
FR000007150,Paris,10-06-2017,0,72,82,59
FR000007150,Paris,11-06-2017,0,74,86,61
FR000007150,Paris,12-06-2017,0,64,78,57
FR000007150,Paris,13-06-2017,0,66,76,55
FR000007150,Paris,14-06-2017,0,74,86,62
FR000007150,Paris,15-06-2017,0,74,84,
FR000007150,Paris,16-06-2017,0,65,78,57
FR000007150,Paris,17-06-2017,0,71,83,60
FR000007150,Paris,18-06-2017,0,77,87,67
FR000007150,Paris,19-06-2017,0,80,94,66
FR000007150,Paris,20-06-2017,0,83,94,70
FR000007150,Paris,21-06-2017,0,87,98,74
FR000007150,Paris,22-06-2017,0,82,95,
FR000007150,Paris,23-06-2017,0,68,80,62
FR000007150,Paris,24-06-2017,0,70,79,62
FR000007150,Paris,25-06-2017,0,72,81,65
FR000007150,Paris,26-06-2017,0,74,85,63
FR000007150,Paris,27-06-2017,0.01,71,80,67
FR000007150,Paris,28-06-2017,0.46,67,76,62
FR000007150,Paris,29-06-2017,0.2,63,72,
FR000007150,Paris,30-06-2017,0.06,62,69,57
FR000007150,Paris,01-07-2017,0.22,62,70,58
FR000007150,Paris,02-07-2017,0.27,63,74,56
FR000007150,Paris,03-07-2017,0.04,67,77,59
FR000007150,Paris,04-07-2017,0,72,84,59
FR000007150,Paris,05-07-2017,0,78,91,63
FR000007150,Paris,06-07-2017,0,80,95,68
FR000007150,Paris,07-07-2017,0.08,81,92,71
FR000007150,Paris,08-07-2017,0,76,89,66
FR000007150,Paris,09-07-2017,0,74,85,
FR000007150,Paris,10-07-2017,2.67,66,77,61
FR000007150,Paris,11-07-2017,0.43,67,77,58
FR000007150,Paris,12-07-2017,0.04,67,74,62
FR000007150,Paris,13-07-2017,0.01,68,78,60
FR000007150,Paris,14-07-2017,0,66,74,59
FR000007150,Paris,15-07-2017,0,69,78,57
FR000007150,Paris,16-07-2017,0,74,85,66
FR000007150,Paris,17-07-2017,0,71,86,64
FR000007150,Paris,18-07-2017,0,80,93,67
FR000007150,Paris,19-07-2017,0,77,89,74
FR000007150,Paris,20-07-2017,0.02,68,78,
FR000007150,Paris,21-07-2017,0,69,78,58
FR000007150,Paris,22-07-2017,0,65,75,
FR000007150,Paris,23-07-2017,0.12,63,71,57
FR000007150,Paris,24-07-2017,0.2,62,70,57
FR000007150,Paris,25-07-2017,0.02,65,72,60
FR000007150,Paris,26-07-2017,0,66,75,55
FR000007150,Paris,27-07-2017,0.01,67,72,
FR000007150,Paris,28-07-2017,0.04,68,74,61
FR000007150,Paris,29-07-2017,0,74,84,65
FR000007150,Paris,30-07-2017,0,71,80,
FR000007150,Paris,31-07-2017,0,67,75,58
FR000007150,Paris,01-08-2017,0.02,70,80,62
FR000007150,Paris,02-08-2017,0,74,86,63
FR000007150,Paris,03-08-2017,0.02,73,83,65
FR000007150,Paris,04-08-2017,0,71,79,64
FR000007150,Paris,05-08-2017,0.1,67,75,60
FR000007150,Paris,06-08-2017,0,66,76,56
FR000007150,Paris,07-08-2017,0,69,81,57
FR000007150,Paris,08-08-2017,0.02,62,76,
FR000007150,Paris,09-08-2017,0.09,60,67,56
FR000007150,Paris,10-08-2017,0.26,59,69,55
FR000007150,Paris,11-08-2017,0.63,63,70,57
FR000007150,Paris,12-08-2017,0,63,69,57
FR000007150,Paris,13-08-2017,0.07,64,75,55
FR000007150,Paris,14-08-2017,0,69,83,53
FR000007150,Paris,15-08-2017,0.06,70,,64
FR000007150,Paris,16-08-2017,0.02,69,79,60
FR000007150,Paris,17-08-2017,0,67,77,62
FR000007150,Paris,18-08-2017,0.61,67,74,
FR000007150,Paris,19-08-2017,0.18,62,71,54
FR000007150,Paris,20-08-2017,0,64,74,53
FR000007150,Paris,21-08-2017,0,68,75,61
FR000007150,Paris,22-08-2017,0,73,84,61
FR000007150,Paris,23-08-2017,0,71,83,63
FR000007150,Paris,24-08-2017,0,68,77,60
FR000007150,Paris,25-08-2017,0,67,73,63
FR000007150,Paris,26-08-2017,0.51,72,83,64
FR000007150,Paris,27-08-2017,0.02,73,84,64
FR000007150,Paris,28-08-2017,0.13,76,87,66
FR000007150,Paris,29-08-2017,0,79,91,67
FR000007150,Paris,30-08-2017,0,68,85,
FR000007150,Paris,31-08-2017,0.09,62,71,54
FR000007150,Paris,01-09-2017,0,61,73,
FR000007150,Paris,02-09-2017,0.52,61,70,55
FR000007150,Paris,03-09-2017,0.01,62,71,52
FR000007150,Paris,04-09-2017,0,68,77,61
FR000007150,Paris,05-09-2017,0,68,72,66
FR000007150,Paris,06-09-2017,0,63,71,58
FR000007150,Paris,07-09-2017,0,62,69,56
FR000007150,Paris,08-09-2017,0.01,62,68,
FR000007150,Paris,09-09-2017,0.62,58,65,
FR000007150,Paris,10-09-2017,0.23,59,68,50
FR000007150,Paris,11-09-2017,0.07,59,65,54
FR000007150,Paris,12-09-2017,0.01,59,67,53
FR000007150,Paris,13-09-2017,0.04,59,65,54
FR000007150,Paris,14-09-2017,1.42,56,62,52
FR000007150,Paris,15-09-2017,0.14,55,64,49
FR000007150,Paris,16-09-2017,0,54,62,47
FR000007150,Paris,17-09-2017,0.02,53,63,48
FR000007150,Paris,18-09-2017,0.11,53,64,46
FR000007150,Paris,19-09-2017,0.18,55,63,51
FR000007150,Paris,20-09-2017,0.01,55,65,45
FR000007150,Paris,21-09-2017,0,58,71,48
FR000007150,Paris,22-09-2017,0,60,69,
FR000007150,Paris,23-09-2017,0,59,70,50
FR000007150,Paris,24-09-2017,0,62,74,53
FR000007150,Paris,25-09-2017,0,64,72,59
FR000007150,Paris,26-09-2017,0.04,63,71,
FR000007150,Paris,27-09-2017,0.01,60,68,55
FR000007150,Paris,28-09-2017,0.01,63,68,58
FR000007150,Paris,29-09-2017,0.02,67,78,59
FR000007150,Paris,30-09-2017,0.58,60,70,56
FR000007150,Paris,01-10-2017,0.02,58,62,55
FR000007150,Paris,02-10-2017,0.04,63,68,
FR000007150,Paris,03-10-2017,0.34,57,65,53
FR000007150,Paris,04-10-2017,0.01,56,64,49
FR000007150,Paris,05-10-2017,0,55,62,50
FR000007150,Paris,06-10-2017,0.06,53,62,49
FR000007150,Paris,07-10-2017,0,53,62,43
FR000007150,Paris,08-10-2017,0.01,58,63,55
FR000007150,Paris,09-10-2017,0,58,66,53
FR000007150,Paris,10-10-2017,0.02,60,64,56
FR000007150,Paris,11-10-2017,0,61,66,58
FR000007150,Paris,12-10-2017,0,63,69,58
FR000007150,Paris,13-10-2017,0,63,72,58
FR000007150,Paris,14-10-2017,0,62,74,55
FR000007150,Paris,15-10-2017,0.01,63,76,53
FR000007150,Paris,16-10-2017,0.01,66,77,57
FR000007150,Paris,17-10-2017,0,65,75,57
FR000007150,Paris,18-10-2017,0,61,70,54
FR000007150,Paris,19-10-2017,0.01,62,72,55
FR000007150,Paris,20-10-2017,0.26,57,65,
FR000007150,Paris,21-10-2017,0,57,64,
FR000007150,Paris,22-10-2017,0.02,52,57,49
FR000007150,Paris,23-10-2017,0.17,55,59,50
FR000007150,Paris,24-10-2017,0.13,60,67,56
FR000007150,Paris,25-10-2017,0.06,60,67,
FR000007150,Paris,26-10-2017,0.02,56,60,53
FR000007150,Paris,27-10-2017,0,56,62,
FR000007150,Paris,28-10-2017,0,52,58,45
FR000007150,Paris,29-10-2017,0,54,60,
FR000007150,Paris,30-10-2017,0.05,48,54,44
FR000007150,Paris,31-10-2017,0,47,56,41
FR000007150,Paris,01-11-2017,0.01,48,57,41
FR000007150,Paris,02-11-2017,0,52,58,45
FR000007150,Paris,03-11-2017,0,55,63,52
FR000007150,Paris,04-11-2017,0,54,60,49
FR000007150,Paris,05-11-2017,0.14,47,57,44
FR000007150,Paris,06-11-2017,0,45,52,
FR000007150,Paris,07-11-2017,0,42,49,
FR000007150,Paris,08-11-2017,0,43,49,34
FR000007150,Paris,09-11-2017,0,48,52,45
FR000007150,Paris,10-11-2017,0.04,51,56,47
FR000007150,Paris,11-11-2017,0.03,53,56,48
FR000007150,Paris,12-11-2017,0.35,49,56,44
FR000007150,Paris,13-11-2017,0.38,45,49,
FR000007150,Paris,14-11-2017,0,45,52,39
FR000007150,Paris,15-11-2017,0,45,50,41
FR000007150,Paris,16-11-2017,0,47,53,44
FR000007150,Paris,17-11-2017,0,49,51,
FR000007150,Paris,18-11-2017,0,45,50,39
FR000007150,Paris,19-11-2017,0.06,46,49,
FR000007150,Paris,20-11-2017,0,46,51,40
FR000007150,Paris,21-11-2017,0,49,51,46
FR000007150,Paris,22-11-2017,0,51,57,46
FR000007150,Paris,23-11-2017,0,56,62,51
FR000007150,Paris,24-11-2017,0.26,52,55,49
FR000007150,Paris,25-11-2017,0.02,43,50,
FR000007150,Paris,26-11-2017,0.03,42,46,38
FR000007150,Paris,27-11-2017,0,45,47,40
FR000007150,Paris,28-11-2017,0.58,45,51,
FR000007150,Paris,29-11-2017,0.04,39,44,35
FR000007150,Paris,30-11-2017,0.04,38,41,
FR000007150,Paris,01-12-2017,0.2,37,40,33
FR000007150,Paris,02-12-2017,0,33,37,
FR000007150,Paris,03-12-2017,0,34,,29
FR000007150,Paris,04-12-2017,0.02,44,49,37
FR000007150,Paris,05-12-2017,0,42,47,38
FR000007150,Paris,06-12-2017,0,42,45,
FR000007150,Paris,07-12-2017,0,42,,36
FR000007150,Paris,08-12-2017,0.14,39,49,
FR000007150,Paris,09-12-2017,0.09,36,43,33
FR000007150,Paris,10-12-2017,0.18,43,51,34
FR000007150,Paris,11-12-2017,1.01,44,50,38
FR000007150,Paris,12-12-2017,0.13,39,44,35
FR000007150,Paris,13-12-2017,0,44,,38
FR000007150,Paris,14-12-2017,0.54,43,49,
FR000007150,Paris,15-12-2017,0.12,41,44,39
FR000007150,Paris,16-12-2017,0.1,42,43,
FR000007150,Paris,17-12-2017,0.02,40,44,37
FR000007150,Paris,18-12-2017,0.19,45,49,40
FR000007150,Paris,19-12-2017,0,40,45,38
FR000007150,Paris,20-12-2017,0,46,,38
FR000007150,Paris,21-12-2017,0.02,50,,48
FR000007150,Paris,22-12-2017,0.05,50,52,48
FR000007150,Paris,23-12-2017,0.06,49,51,
FR000007150,Paris,24-12-2017,0,48,49,
FR000007150,Paris,25-12-2017,0.01,42,48,40
FR000007150,Paris,26-12-2017,0.09,44,,40
FR000007150,Paris,27-12-2017,0.21,42,47,
FR000007150,Paris,28-12-2017,0.12,38,44,35
FR000007150,Paris,29-12-2017,0,40,,33
FR000007150,Paris,30-12-2017,0.59,55,59,44
FR000007150,Paris,31-12-2017,0.03,54,59,
FR000007150,Paris,01-01-2018,0.04,46,51,44
FR000007150,Paris,02-01-2018,0.57,47,,43
FR000007150,Paris,03-01-2018,0.22,50,57,44
FR000007150,Paris,04-01-2018,0.43,53,58,47
FR000007150,Paris,05-01-2018,0.34,48,53,
FR000007150,Paris,06-01-2018,0.02,46,48,42
FR000007150,Paris,07-01-2018,0.11,44,46,43
FR000007150,Paris,08-01-2018,0.03,45,48,
FR000007150,Paris,09-01-2018,0,44,47,40
FR000007150,Paris,10-01-2018,0.1,46,51,44
FR000007150,Paris,11-01-2018,0.02,45,48,42
FR000007150,Paris,12-01-2018,0,43,45,
FR000007150,Paris,13-01-2018,0,41,44,
FR000007150,Paris,14-01-2018,0,40,48,35
FR000007150,Paris,15-01-2018,0,45,,40
FR000007150,Paris,16-01-2018,0.38,47,52,
FR000007150,Paris,17-01-2018,0.2,43,48,39
FR000007150,Paris,18-01-2018,0.17,49,53,43
FR000007150,Paris,19-01-2018,0.13,42,49,39
FR000007150,Paris,20-01-2018,0.12,46,53,39
FR000007150,Paris,21-01-2018,0.22,46,53,43
FR000007150,Paris,22-01-2018,0.39,52,56,46
FR000007150,Paris,23-01-2018,0.28,50,,45
FR000007150,Paris,24-01-2018,0.01,54,56,
FR000007150,Paris,25-01-2018,0.26,48,54,
FR000007150,Paris,26-01-2018,0.06,45,51,42
FR000007150,Paris,27-01-2018,0.06,41,46,40
FR000007150,Paris,28-01-2018,0.02,48,53,40
FR000007150,Paris,29-01-2018,0,51,53,49
FR000007150,Paris,30-01-2018,0,50,52,48
FR000007150,Paris,31-01-2018,0.01,47,51,
FR000007150,Paris,01-02-2018,0.44,41,47,37
FR000007150,Paris,02-02-2018,0.05,41,44,38
FR000007150,Paris,03-02-2018,0.02,40,42,38
FR000007150,Paris,04-02-2018,0.24,37,40,
FR000007150,Paris,05-02-2018,0,33,37,30
FR000007150,Paris,06-02-2018,0.01,32,35,31
FR000007150,Paris,07-02-2018,0.5,30,32,29
FR000007150,Paris,08-02-2018,0,32,42,27
FR000007150,Paris,09-02-2018,0,31,,25
FR000007150,Paris,10-02-2018,0.12,37,43,32
FR000007150,Paris,11-02-2018,0.09,40,47,
FR000007150,Paris,12-02-2018,0.03,37,45,33
FR000007150,Paris,13-02-2018,0.04,35,40,30
FR000007150,Paris,14-02-2018,0.02,37,,32
FR000007150,Paris,15-02-2018,0.22,47,52,40
FR000007150,Paris,16-02-2018,0.14,44,51,39
FR000007150,Paris,17-02-2018,0,43,48,
FR000007150,Paris,18-02-2018,0,39,47,33
FR000007150,Paris,19-02-2018,0,38,43,33
FR000007150,Paris,20-02-2018,0.12,41,45,39
FR000007150,Paris,21-02-2018,0,37,43,33
FR000007150,Paris,22-02-2018,0,35,41,30
FR000007150,Paris,23-02-2018,0,34,40,29
FR000007150,Paris,24-02-2018,0,36,43,31
FR000007150,Paris,25-02-2018,0,33,42,29
FR000007150,Paris,26-02-2018,0,28,35,25
FR000007150,Paris,27-02-2018,0,25,29,22
FR000007150,Paris,28-02-2018,0,26,31,19
FR000007150,Paris,01-03-2018,0.02,31,36,24
FR000007150,Paris,02-03-2018,0,40,49,34
FR000007150,Paris,03-03-2018,0.04,43,52,35
FR000007150,Paris,04-03-2018,0.01,42,48,38
FR000007150,Paris,05-03-2018,0.28,48,55,41
FR000007150,Paris,06-03-2018,0,47,53,43
FR000007150,Paris,07-03-2018,0.12,44,51,39
FR000007150,Paris,08-03-2018,0.13,44,51,39
FR000007150,Paris,09-03-2018,0.13,50,59,43
FR000007150,Paris,10-03-2018,0.02,56,63,52
FR000007150,Paris,11-03-2018,0.65,56,65,51
FR000007150,Paris,12-03-2018,0.01,52,58,
FR000007150,Paris,13-03-2018,0.08,50,56,47
FR000007150,Paris,14-03-2018,0,49,59,39
FR000007150,Paris,15-03-2018,0.22,51,56,48
FR000007150,Paris,16-03-2018,0.1,49,56,45
FR000007150,Paris,17-03-2018,0.02,40,50,
FR000007150,Paris,18-03-2018,0.4,33,36,31
FR000007150,Paris,19-03-2018,0.09,33,35,30
FR000007150,Paris,20-03-2018,0,38,48,30
FR000007150,Paris,21-03-2018,0,40,48,34
FR000007150,Paris,22-03-2018,0,42,47,36
FR000007150,Paris,23-03-2018,0,43,45,41
FR000007150,Paris,24-03-2018,0,49,57,43
FR000007150,Paris,25-03-2018,0,52,60,46
FR000007150,Paris,26-03-2018,0,50,57,45
FR000007150,Paris,27-03-2018,0.02,49,56,43
FR000007150,Paris,28-03-2018,0.28,48,58,
FR000007150,Paris,29-03-2018,0.35,46,55,38
FR000007150,Paris,30-03-2018,0.11,46,52,42
FR000007150,Paris,31-03-2018,0.01,46,52,41
FR000007150,Paris,01-04-2018,0,48,53,44
FR000007150,Paris,02-04-2018,0,53,62,46
FR000007150,Paris,03-04-2018,0.02,53,60,
FR000007150,Paris,04-04-2018,0.28,52,58,47
FR000007150,Paris,05-04-2018,0.06,48,53,
FR000007150,Paris,06-04-2018,0,55,67,42
FR000007150,Paris,07-04-2018,0,61,71,51
FR000007150,Paris,08-04-2018,0,62,74,53
FR000007150,Paris,09-04-2018,0,56,63,
FR000007150,Paris,10-04-2018,0.32,55,63,51
FR000007150,Paris,11-04-2018,0.01,55,68,46
FR000007150,Paris,12-04-2018,0,54,63,50
FR000007150,Paris,13-04-2018,0.19,56,66,50
FR000007150,Paris,14-04-2018,0,56,63,50
FR000007150,Paris,15-04-2018,0.01,57,64,48
FR000007150,Paris,16-04-2018,0,55,65,49
FR000007150,Paris,17-04-2018,0,60,73,46
FR000007150,Paris,18-04-2018,0,67,81,53
FR000007150,Paris,19-04-2018,0,71,84,56
FR000007150,Paris,20-04-2018,0,73,85,59
FR000007150,Paris,21-04-2018,0,73,83,61
FR000007150,Paris,22-04-2018,0.19,71,82,60
FR000007150,Paris,23-04-2018,0,61,76,
FR000007150,Paris,24-04-2018,0,61,71,50
FR000007150,Paris,25-04-2018,0,57,68,
FR000007150,Paris,26-04-2018,0.01,54,62,46
FR000007150,Paris,27-04-2018,0,57,68,46
FR000007150,Paris,28-04-2018,0,56,62,52
FR000007150,Paris,29-04-2018,0.05,52,58,50
FR000007150,Paris,30-04-2018,0.59,44,52,
FR000007150,Paris,01-05-2018,0.27,48,58,40
FR000007150,Paris,02-05-2018,0.01,53,65,39
FR000007150,Paris,03-05-2018,0.01,55,64,46
FR000007150,Paris,04-05-2018,0,58,68,47
FR000007150,Paris,05-05-2018,0,64,77,51
FR000007150,Paris,06-05-2018,0,70,83,57
FR000007150,Paris,07-05-2018,0,72,81,60
FR000007150,Paris,08-05-2018,0,71,83,60
FR000007150,Paris,09-05-2018,0,63,78,55
FR000007150,Paris,10-05-2018,0,58,70,
FR000007150,Paris,11-05-2018,0,62,73,48
FR000007150,Paris,12-05-2018,0,60,72,
FR000007150,Paris,13-05-2018,0.09,53,60,49
FR000007150,Paris,14-05-2018,0.02,54,58,52
FR000007150,Paris,15-05-2018,0.23,60,71,54
FR000007150,Paris,16-05-2018,0,60,73,53
FR000007150,Paris,17-05-2018,0,58,69,51
FR000007150,Paris,18-05-2018,0,56,68,45
FR000007150,Paris,19-05-2018,0,58,70,47
FR000007150,Paris,20-05-2018,0,62,76,48
FR000007150,Paris,21-05-2018,0,66,76,55
FR000007150,Paris,22-05-2018,0,65,76,59
FR000007150,Paris,23-05-2018,0.09,63,72,56
FR000007150,Paris,24-05-2018,0,68,78,58
FR000007150,Paris,25-05-2018,0,68,82,60
FR000007150,Paris,26-05-2018,0.5,72,83,61
FR000007150,Paris,27-05-2018,0.01,74,84,65
FR000007150,Paris,28-05-2018,0,72,82,
FR000007150,Paris,29-05-2018,0.85,65,,61
FR000007150,Paris,30-05-2018,1.35,69,80,60
FR000007150,Paris,31-05-2018,0.01,70,79,63
FR000007150,Paris,01-06-2018,0,65,74,
FR000007150,Paris,02-06-2018,0.18,68,76,61
FR000007150,Paris,03-06-2018,0,72,81,61
FR000007150,Paris,04-06-2018,0,71,80,65
FR000007150,Paris,05-06-2018,0.28,66,76,61
FR000007150,Paris,06-06-2018,0.53,65,75,59
FR000007150,Paris,07-06-2018,0.17,70,77,63
FR000007150,Paris,08-06-2018,0,71,79,63
FR000007150,Paris,09-06-2018,0,68,77,61
FR000007150,Paris,10-06-2018,0.02,69,79,63
FR000007150,Paris,11-06-2018,0.09,67,70,
FR000007150,Paris,12-06-2018,3.08,62,69,58
FR000007150,Paris,13-06-2018,0.02,59,67,53
FR000007150,Paris,14-06-2018,0,62,71,52
FR000007150,Paris,15-06-2018,0.01,66,77,58
FR000007150,Paris,16-06-2018,0,65,74,59
FR000007150,Paris,17-06-2018,0,64,71,58
FR000007150,Paris,18-06-2018,0,68,76,63
FR000007150,Paris,19-06-2018,0.02,69,79,63
FR000007150,Paris,20-06-2018,0,74,84,62
FR000007150,Paris,21-06-2018,0,65,83,
FR000007150,Paris,22-06-2018,0,62,72,52
FR000007150,Paris,23-06-2018,0,63,73,51
FR000007150,Paris,24-06-2018,0,66,74,58
FR000007150,Paris,25-06-2018,0,68,78,57
FR000007150,Paris,26-06-2018,0,72,83,61
FR000007150,Paris,27-06-2018,0,74,86,61
FR000007150,Paris,28-06-2018,0,75,85,63
FR000007150,Paris,29-06-2018,0,76,85,65
FR000007150,Paris,30-06-2018,0,79,91,65
FR000007150,Paris,01-07-2018,0,81,93,71
FR000007150,Paris,02-07-2018,0,78,88,69
FR000007150,Paris,03-07-2018,0,78,87,68
FR000007150,Paris,04-07-2018,0,77,86,69
FR000007150,Paris,05-07-2018,0,73,84,69
FR000007150,Paris,06-07-2018,0.02,75,86,64
FR000007150,Paris,07-07-2018,0,79,89,68
FR000007150,Paris,08-07-2018,0,77,,69
FR000007150,Paris,09-07-2018,0,74,84,63
FR000007150,Paris,10-07-2018,0,67,78,
FR000007150,Paris,11-07-2018,0,66,73,59
FR000007150,Paris,12-07-2018,0,70,79,60
FR000007150,Paris,13-07-2018,0,73,84,64
FR000007150,Paris,14-07-2018,0,76,87,65
FR000007150,Paris,15-07-2018,0.08,78,89,66
FR000007150,Paris,16-07-2018,0,77,88,67
FR000007150,Paris,17-07-2018,0,73,84,66
FR000007150,Paris,18-07-2018,0,74,85,64
FR000007150,Paris,19-07-2018,0,78,88,65
FR000007150,Paris,20-07-2018,0.02,70,83,
FR000007150,Paris,21-07-2018,0.04,71,80,62
FR000007150,Paris,22-07-2018,0,73,82,65
FR000007150,Paris,23-07-2018,0,78,88,68
FR000007150,Paris,24-07-2018,0,79,90,68
FR000007150,Paris,25-07-2018,0,82,94,72
FR000007150,Paris,26-07-2018,0,85,97,72
FR000007150,Paris,27-07-2018,0,83,99,70
FR000007150,Paris,28-07-2018,0.42,73,79,67
FR000007150,Paris,29-07-2018,0,74,84,65
FR000007150,Paris,30-07-2018,0,75,84,67
FR000007150,Paris,31-07-2018,0,76,84,69
FR000007150,Paris,01-08-2018,0,76,88,65
FR000007150,Paris,02-08-2018,0,79,92,66
FR000007150,Paris,03-08-2018,0,83,96,69
FR000007150,Paris,04-08-2018,0,81,93,72
FR000007150,Paris,05-08-2018,0,76,89,65
FR000007150,Paris,06-08-2018,0,81,94,67
FR000007150,Paris,07-08-2018,0,84,98,70
FR000007150,Paris,08-08-2018,0,73,92,65
FR000007150,Paris,09-08-2018,0.19,65,78,
FR000007150,Paris,10-08-2018,0.06,65,74,54
FR000007150,Paris,11-08-2018,0,68,78,59
FR000007150,Paris,12-08-2018,0,74,89,59
FR000007150,Paris,13-08-2018,0.09,69,82,65
FR000007150,Paris,14-08-2018,0.01,69,77,63
FR000007150,Paris,15-08-2018,0,69,80,64
FR000007150,Paris,16-08-2018,0,74,89,62
FR000007150,Paris,17-08-2018,0.07,68,82,62
FR000007150,Paris,18-08-2018,0,68,78,59
FR000007150,Paris,19-08-2018,0,72,84,61
FR000007150,Paris,20-08-2018,0,71,81,67
FR000007150,Paris,21-08-2018,0.01,73,80,67
FR000007150,Paris,22-08-2018,0,75,86,65
FR000007150,Paris,23-08-2018,0,71,82,63
FR000007150,Paris,24-08-2018,0.12,63,74,58
FR000007150,Paris,25-08-2018,0.02,61,69,55
FR000007150,Paris,26-08-2018,0,65,74,50
FR000007150,Paris,27-08-2018,0,67,74,
FR000007150,Paris,28-08-2018,0.01,69,83,56
FR000007150,Paris,29-08-2018,0.52,65,77,
FR000007150,Paris,30-08-2018,0.24,64,70,60
FR000007150,Paris,31-08-2018,0,65,74,58
FR000007150,Paris,01-09-2018,0,65,74,54
FR000007150,Paris,02-09-2018,0,66,77,54
FR000007150,Paris,03-09-2018,0,67,78,58
FR000007150,Paris,04-09-2018,0,66,71,63
FR000007150,Paris,05-09-2018,0,70,79,65
FR000007150,Paris,06-09-2018,0,65,73,
FR000007150,Paris,07-09-2018,0.01,62,69,56
FR000007150,Paris,08-09-2018,0,63,75,51
FR000007150,Paris,09-09-2018,0,70,85,54
FR000007150,Paris,10-09-2018,0,67,77,60
FR000007150,Paris,11-09-2018,0,71,85,57
FR000007150,Paris,12-09-2018,0,69,81,61
FR000007150,Paris,13-09-2018,0.02,62,74,60
FR000007150,Paris,14-09-2018,0.02,62,70,55
FR000007150,Paris,15-09-2018,0,61,,52
FR000007150,Paris,16-09-2018,0,66,77,54
FR000007150,Paris,18-09-2018,,69,76,64
FR000007150,Paris,19-09-2018,0,69,78,63
FR000007150,Paris,20-09-2018,0,68,78,59
FR000007150,Paris,21-09-2018,0.04,63,73,57
FR000007150,Paris,22-09-2018,0.07,60,66,53
FR000007150,Paris,23-09-2018,0.02,64,73,
FR000007150,Paris,25-09-2018,0,55,64,47
FR000007150,Paris,26-09-2018,0,59,71,46
FR000007150,Paris,27-09-2018,0,62,78,48
FR000007150,Paris,28-09-2018,0,60,69,
FR000007150,Paris,29-09-2018,0,55,65,48
FR000007150,Paris,30-09-2018,0,55,64,45
FR000007150,Paris,01-10-2018,0,54,61,50
FR000007150,Paris,02-10-2018,0,56,,50
FR000007150,Paris,03-10-2018,0.01,61,66,58
FR000007150,Paris,04-10-2018,0,60,69,52
FR000007150,Paris,05-10-2018,0,61,76,49
FR000007150,Paris,06-10-2018,0,62,75,53
FR000007150,Paris,07-10-2018,0.02,57,66,
FR000007150,Paris,08-10-2018,0.06,56,65,48
FR000007150,Paris,09-10-2018,0,60,74,49
FR000007150,Paris,10-10-2018,0,65,77,54
FR000007150,Paris,11-10-2018,0,67,78,
FR000007150,Paris,12-10-2018,0.09,67,77,59
FR000007150,Paris,13-10-2018,0,68,81,60
FR000007150,Paris,14-10-2018,0,69,80,58
FR000007150,Paris,15-10-2018,0,69,80,61
FR000007150,Paris,16-10-2018,0,67,78,59
FR000007150,Paris,17-10-2018,0,63,69,57
FR000007150,Paris,18-10-2018,0,60,69,55
FR000007150,Paris,19-10-2018,0,56,,51
FR000007150,Paris,20-10-2018,0,54,63,48
FR000007150,Paris,21-10-2018,0,54,65,45
FR000007150,Paris,22-10-2018,0,55,59,
FR000007150,Paris,23-10-2018,,55,62,44
FR000007150,Paris,24-10-2018,0,58,61,53
FR000007150,Paris,25-10-2018,0,56,60,
FR000007150,Paris,26-10-2018,0,51,58,
FR000007150,Paris,27-10-2018,0.02,45,51,41
FR000007150,Paris,28-10-2018,0,43,47,40
FR000007150,Paris,29-10-2018,0,41,43,38
FR000007150,Paris,30-10-2018,0.48,44,52,38
FR000007150,Paris,31-10-2018,0.09,45,52,38
FR000007150,Paris,07-11-2018,,53,56,50
FR000007150,Paris,08-11-2018,0.01,49,54,45
FR000007150,Paris,09-11-2018,0,50,58,44
FR000007150,Paris,10-11-2018,0.04,53,54,52
FR000007150,Paris,11-11-2018,0.37,53,54,52
FR000007150,Paris,12-11-2018,0.54,51,53,50
FR000007150,Paris,13-11-2018,0.2,52,60,
FR000007150,Paris,14-11-2018,0,49,57,43
