STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00094728,New York,01-01-2010,0.03,,40,33
USW00094728,New York,02-01-2010,0.02,,34,17
USW00094728,New York,03-01-2010,0,,22,17
USW00094728,New York,04-01-2010,0,,30,19
USW00094728,New York,05-01-2010,0,,30,20
USW00094728,New York,06-01-2010,0,,34,26
USW00094728,New York,07-01-2010,0,,37,30
USW00094728,New York,08-01-2010,0.05,,33,23
USW00094728,New York,09-01-2010,0,,30,18
USW00094728,New York,10-01-2010,0,,28,14
USW00094728,New York,11-01-2010,0,,31,21
USW00094728,New York,12-01-2010,0,,35,24
USW00094728,New York,13-01-2010,0,,35,24
USW00094728,New York,14-01-2010,0,,42,30
USW00094728,New York,15-01-2010,0,,50,35
USW00094728,New York,16-01-2010,0,,49,38
USW00094728,New York,17-01-2010,0.57,,46,35
USW00094728,New York,18-01-2010,0.05,,50,37
USW00094728,New York,19-01-2010,0,,48,40
USW00094728,New York,20-01-2010,0,,41,34
USW00094728,New York,21-01-2010,0,,41,31
USW00094728,New York,22-01-2010,0,,44,32
USW00094728,New York,23-01-2010,0,,40,28
USW00094728,New York,24-01-2010,0.02,,50,32
USW00094728,New York,25-01-2010,1.25,,57,49
USW00094728,New York,26-01-2010,0,,49,35
USW00094728,New York,27-01-2010,0,,39,31
USW00094728,New York,28-01-2010,0.09,,42,20
USW00094728,New York,29-01-2010,0,,23,16
USW00094728,New York,30-01-2010,0,,20,13
USW00094728,New York,31-01-2010,0,,30,14
USW00094728,New York,01-02-2010,0,,35,25
USW00094728,New York,02-02-2010,0.03,,33,27
USW00094728,New York,03-02-2010,0.06,,39,29
USW00094728,New York,04-02-2010,0,,37,28
USW00094728,New York,05-02-2010,0,,36,29
USW00094728,New York,06-02-2010,0,,33,20
USW00094728,New York,07-02-2010,0,,34,17
USW00094728,New York,08-02-2010,0,,37,23
USW00094728,New York,09-02-2010,0,,42,28
USW00094728,New York,10-02-2010,1.33,,34,30
USW00094728,New York,11-02-2010,0,,37,28
USW00094728,New York,12-02-2010,0,,37,26
USW00094728,New York,13-02-2010,0,,32,24
USW00094728,New York,14-02-2010,0,,39,28
USW00094728,New York,15-02-2010,0.01,,40,27
USW00094728,New York,16-02-2010,0.43,,33,29
USW00094728,New York,17-02-2010,0,,35,26
USW00094728,New York,18-02-2010,0,,40,32
USW00094728,New York,19-02-2010,0,,43,35
USW00094728,New York,20-02-2010,0,,44,35
USW00094728,New York,21-02-2010,0,,46,33
USW00094728,New York,22-02-2010,0.03,,45,29
USW00094728,New York,23-02-2010,1.2,,38,35
USW00094728,New York,24-02-2010,0.42,,42,36
USW00094728,New York,25-02-2010,2,,38,27
USW00094728,New York,26-02-2010,1.17,,33,26
USW00094728,New York,27-02-2010,0.01,,38,29
USW00094728,New York,28-02-2010,0,,40,33
USW00094728,New York,01-03-2010,0,,48,36
USW00094728,New York,02-03-2010,0.01,,47,36
USW00094728,New York,03-03-2010,0.07,,41,34
USW00094728,New York,04-03-2010,0,,47,35
USW00094728,New York,05-03-2010,0,,49,34
USW00094728,New York,06-03-2010,0,,54,32
USW00094728,New York,07-03-2010,0,,57,37
USW00094728,New York,08-03-2010,0,,61,41
USW00094728,New York,09-03-2010,0,,61,44
USW00094728,New York,10-03-2010,0,,57,44
USW00094728,New York,11-03-2010,0,,53,42
USW00094728,New York,12-03-2010,0.21,,43,39
USW00094728,New York,13-03-2010,3.86,,46,38
USW00094728,New York,14-03-2010,0.24,,50,43
USW00094728,New York,15-03-2010,0.33,,46,41
USW00094728,New York,16-03-2010,0,,63,41
USW00094728,New York,17-03-2010,0,,66,43
USW00094728,New York,18-03-2010,0,,69,50
USW00094728,New York,19-03-2010,0,,72,49
USW00094728,New York,20-03-2010,0,,74,54
USW00094728,New York,21-03-2010,0,,64,51
USW00094728,New York,22-03-2010,1.34,,57,50
USW00094728,New York,23-03-2010,0.11,,53,45
USW00094728,New York,24-03-2010,0,,60,43
USW00094728,New York,25-03-2010,0,,62,48
USW00094728,New York,26-03-2010,0.14,,52,34
USW00094728,New York,27-03-2010,0,,44,29
USW00094728,New York,28-03-2010,0.34,,49,36
USW00094728,New York,29-03-2010,1.58,,53,48
USW00094728,New York,30-03-2010,2.45,,50,41
USW00094728,New York,31-03-2010,0.01,,57,45
USW00094728,New York,01-04-2010,0,,70,48
USW00094728,New York,02-04-2010,0,,68,48
USW00094728,New York,03-04-2010,0,,67,47
USW00094728,New York,04-04-2010,0,,76,47
USW00094728,New York,05-04-2010,0,,75,56
USW00094728,New York,06-04-2010,0,,78,58
USW00094728,New York,07-04-2010,0,,92,56
USW00094728,New York,08-04-2010,0,,80,64
USW00094728,New York,09-04-2010,0.3,,68,44
USW00094728,New York,10-04-2010,0,,62,42
USW00094728,New York,11-04-2010,0,,76,52
USW00094728,New York,12-04-2010,0,,67,52
USW00094728,New York,13-04-2010,0,,56,47
USW00094728,New York,14-04-2010,0,,67,45
USW00094728,New York,15-04-2010,0,,73,50
USW00094728,New York,16-04-2010,0.31,,57,46
USW00094728,New York,17-04-2010,0.01,,54,46
USW00094728,New York,18-04-2010,0,,57,42
USW00094728,New York,19-04-2010,0,,63,46
USW00094728,New York,20-04-2010,0,,70,47
USW00094728,New York,21-04-2010,0.03,,69,53
USW00094728,New York,22-04-2010,0,,72,51
USW00094728,New York,23-04-2010,0,,68,44
USW00094728,New York,24-04-2010,0,,68,46
USW00094728,New York,25-04-2010,1.6,,52,46
USW00094728,New York,26-04-2010,0.69,,53,48
USW00094728,New York,27-04-2010,0.05,,58,41
USW00094728,New York,28-04-2010,0,,56,40
USW00094728,New York,29-04-2010,0,,69,45
USW00094728,New York,30-04-2010,0,,78,56
USW00094728,New York,01-05-2010,0,,85,64
USW00094728,New York,02-05-2010,0,,88,66
USW00094728,New York,03-05-2010,1.29,,80,67
USW00094728,New York,04-05-2010,0,,81,62
USW00094728,New York,05-05-2010,0,,80,58
USW00094728,New York,06-05-2010,0,,78,59
USW00094728,New York,07-05-2010,0,,73,52
USW00094728,New York,08-05-2010,0.04,,76,49
USW00094728,New York,09-05-2010,0,,52,44
USW00094728,New York,10-05-2010,0,,61,41
USW00094728,New York,11-05-2010,0.03,,56,43
USW00094728,New York,12-05-2010,0.43,,48,44
USW00094728,New York,13-05-2010,0,,67,43
USW00094728,New York,14-05-2010,0.04,,80,55
USW00094728,New York,15-05-2010,0,,73,60
USW00094728,New York,16-05-2010,0,,72,54
USW00094728,New York,17-05-2010,0,,74,55
USW00094728,New York,18-05-2010,1.09,,62,50
USW00094728,New York,19-05-2010,0,,64,50
USW00094728,New York,20-05-2010,0,,79,55
USW00094728,New York,21-05-2010,0,,85,61
USW00094728,New York,22-05-2010,0,,74,57
USW00094728,New York,23-05-2010,0,,71,58
USW00094728,New York,24-05-2010,0.03,,73,60
USW00094728,New York,25-05-2010,0,,82,61
USW00094728,New York,26-05-2010,0,,92,65
USW00094728,New York,27-05-2010,0.06,,83,55
USW00094728,New York,28-05-2010,0,,70,56
USW00094728,New York,29-05-2010,0,,77,61
USW00094728,New York,30-05-2010,0,,84,67
USW00094728,New York,31-05-2010,0,,86,69
USW00094728,New York,01-06-2010,0,,85,66
USW00094728,New York,02-06-2010,0,,87,67
USW00094728,New York,03-06-2010,0,,87,67
USW00094728,New York,04-06-2010,0,,88,72
USW00094728,New York,05-06-2010,0,,88,76
USW00094728,New York,06-06-2010,0.02,,89,61
USW00094728,New York,07-06-2010,0,,75,57
USW00094728,New York,08-06-2010,0,,75,58
USW00094728,New York,09-06-2010,0.89,,68,57
USW00094728,New York,10-06-2010,0.25,,74,58
USW00094728,New York,11-06-2010,0,,71,58
USW00094728,New York,12-06-2010,0,,79,61
USW00094728,New York,13-06-2010,0.3,,78,65
USW00094728,New York,14-06-2010,0.01,,79,64
USW00094728,New York,15-06-2010,0,,81,64
USW00094728,New York,16-06-2010,0,,75,64
USW00094728,New York,17-06-2010,0.45,,74,65
USW00094728,New York,18-06-2010,0,,86,60
USW00094728,New York,19-06-2010,0,,81,64
USW00094728,New York,20-06-2010,0,,89,71
USW00094728,New York,21-06-2010,0,,87,71
USW00094728,New York,22-06-2010,0.27,,87,71
USW00094728,New York,23-06-2010,0,,89,71
USW00094728,New York,24-06-2010,0,,92,76
USW00094728,New York,25-06-2010,0,,87,71
USW00094728,New York,26-06-2010,0,,89,71
USW00094728,New York,27-06-2010,0,,91,71
USW00094728,New York,28-06-2010,0.01,,93,76
USW00094728,New York,29-06-2010,0,,91,70
USW00094728,New York,30-06-2010,0,,79,62
USW00094728,New York,01-07-2010,0,,77,62
USW00094728,New York,02-07-2010,0,,82,61
USW00094728,New York,03-07-2010,0,,89,65
USW00094728,New York,04-07-2010,0,,96,73
USW00094728,New York,05-07-2010,0,,99,76
USW00094728,New York,06-07-2010,0,,103,81
USW00094728,New York,07-07-2010,0,,100,80
USW00094728,New York,08-07-2010,0,,89,77
USW00094728,New York,09-07-2010,0.02,,90,75
USW00094728,New York,10-07-2010,0,,83,73
USW00094728,New York,11-07-2010,0,,94,71
USW00094728,New York,12-07-2010,0,,94,73
USW00094728,New York,13-07-2010,0.84,,83,73
USW00094728,New York,14-07-2010,0.45,,79,73
USW00094728,New York,15-07-2010,0,,87,72
USW00094728,New York,16-07-2010,0,,93,74
USW00094728,New York,17-07-2010,0,,94,76
USW00094728,New York,18-07-2010,0,,94,78
USW00094728,New York,19-07-2010,0.15,,92,72
USW00094728,New York,20-07-2010,0,,89,74
USW00094728,New York,21-07-2010,0,,93,76
USW00094728,New York,22-07-2010,0,,90,74
USW00094728,New York,23-07-2010,0.7,,87,73
USW00094728,New York,24-07-2010,0,,97,80
USW00094728,New York,25-07-2010,0.35,,93,70
USW00094728,New York,26-07-2010,0,,87,68
USW00094728,New York,27-07-2010,0,,91,70
USW00094728,New York,28-07-2010,0,,89,74
USW00094728,New York,29-07-2010,0.09,,89,74
USW00094728,New York,30-07-2010,0,,85,66
USW00094728,New York,31-07-2010,0,,85,66
USW00094728,New York,01-08-2010,0,,80,70
USW00094728,New York,02-08-2010,0,,85,69
USW00094728,New York,03-08-2010,0,,86,72
USW00094728,New York,04-08-2010,0,,91,75
USW00094728,New York,05-08-2010,0.02,,95,77
USW00094728,New York,06-08-2010,0,,90,70
USW00094728,New York,07-08-2010,0,,87,68
USW00094728,New York,08-08-2010,0,,89,73
USW00094728,New York,09-08-2010,0,,94,74
USW00094728,New York,10-08-2010,0,,92,78
USW00094728,New York,11-08-2010,0,,93,76
USW00094728,New York,12-08-2010,0.09,,76,68
USW00094728,New York,13-08-2010,0,,82,68
USW00094728,New York,14-08-2010,0,,82,65
USW00094728,New York,15-08-2010,0.16,,77,67
USW00094728,New York,16-08-2010,0.11,,86,69
USW00094728,New York,17-08-2010,0,,91,74
USW00094728,New York,18-08-2010,0,,86,72
USW00094728,New York,19-08-2010,0,,91,68
USW00094728,New York,20-08-2010,0,,90,73
USW00094728,New York,21-08-2010,0,,85,66
USW00094728,New York,22-08-2010,1.69,,80,69
USW00094728,New York,23-08-2010,1.05,,70,65
USW00094728,New York,24-08-2010,0.02,,70,64
USW00094728,New York,25-08-2010,1,,69,64
USW00094728,New York,26-08-2010,0,,82,65
USW00094728,New York,27-08-2010,0,,79,61
USW00094728,New York,28-08-2010,0,,83,62
USW00094728,New York,29-08-2010,0,,94,67
USW00094728,New York,30-08-2010,0,,92,72
USW00094728,New York,31-08-2010,0,,96,76
USW00094728,New York,01-09-2010,0,,96,76
USW00094728,New York,02-09-2010,0,,94,78
USW00094728,New York,03-09-2010,0,,85,75
USW00094728,New York,04-09-2010,0,,81,64
USW00094728,New York,05-09-2010,0,,78,61
USW00094728,New York,06-09-2010,0,,80,60
USW00094728,New York,07-09-2010,0,,89,68
USW00094728,New York,08-09-2010,0,,90,66
USW00094728,New York,09-09-2010,0,,70,61
USW00094728,New York,10-09-2010,0,,74,61
USW00094728,New York,11-09-2010,0,,79,59
USW00094728,New York,12-09-2010,0.15,,67,59
USW00094728,New York,13-09-2010,0.13,,77,59
USW00094728,New York,14-09-2010,0,,76,60
USW00094728,New York,15-09-2010,0,,72,57
USW00094728,New York,16-09-2010,0.46,,72,57
USW00094728,New York,17-09-2010,0.05,,71,59
USW00094728,New York,18-09-2010,0,,70,58
USW00094728,New York,19-09-2010,0,,81,61
USW00094728,New York,20-09-2010,0,,74,59
USW00094728,New York,21-09-2010,0,,74,54
USW00094728,New York,22-09-2010,0.12,,87,64
USW00094728,New York,23-09-2010,0,,81,66
USW00094728,New York,24-09-2010,0,,85,67
USW00094728,New York,25-09-2010,0,,89,67
USW00094728,New York,26-09-2010,0,,72,63
USW00094728,New York,27-09-2010,1.33,,72,61
USW00094728,New York,28-09-2010,0.33,,73,70
USW00094728,New York,29-09-2010,0,,78,63
USW00094728,New York,30-09-2010,1.1,,75,69
USW00094728,New York,01-10-2010,2.46,,74,59
USW00094728,New York,02-10-2010,0,,66,52
USW00094728,New York,03-10-2010,0.03,,64,50
USW00094728,New York,04-10-2010,0.34,,55,52
USW00094728,New York,05-10-2010,0,,61,53
USW00094728,New York,06-10-2010,0,,64,54
USW00094728,New York,07-10-2010,0,,71,53
USW00094728,New York,08-10-2010,0,,73,54
USW00094728,New York,09-10-2010,0,,72,54
USW00094728,New York,10-10-2010,0,,69,46
USW00094728,New York,11-10-2010,1.13,,75,57
USW00094728,New York,12-10-2010,0.09,,69,54
USW00094728,New York,13-10-2010,0,,64,48
USW00094728,New York,14-10-2010,0.61,,63,50
USW00094728,New York,15-10-2010,0.02,,57,49
USW00094728,New York,16-10-2010,0,,58,50
USW00094728,New York,17-10-2010,0,,69,48
USW00094728,New York,18-10-2010,0,,60,50
USW00094728,New York,19-10-2010,0.03,,59,47
USW00094728,New York,20-10-2010,0,,59,47
USW00094728,New York,21-10-2010,0.01,,62,49
USW00094728,New York,22-10-2010,0,,53,46
USW00094728,New York,23-10-2010,0,,64,44
USW00094728,New York,24-10-2010,0,,68,53
USW00094728,New York,25-10-2010,0,,74,54
USW00094728,New York,26-10-2010,0,,72,63
USW00094728,New York,27-10-2010,0.19,,75,65
USW00094728,New York,28-10-2010,0,,74,56
USW00094728,New York,29-10-2010,0,,57,47
USW00094728,New York,30-10-2010,0,,57,42
USW00094728,New York,31-10-2010,0,,58,42
USW00094728,New York,01-11-2010,0,,49,37
USW00094728,New York,02-11-2010,0,,50,36
USW00094728,New York,03-11-2010,0,,54,41
USW00094728,New York,04-11-2010,1.09,,51,47
USW00094728,New York,05-11-2010,0.05,,52,45
USW00094728,New York,06-11-2010,0,,51,40
USW00094728,New York,07-11-2010,0,,51,36
USW00094728,New York,08-11-2010,0.04,,45,40
USW00094728,New York,09-11-2010,0,,54,41
USW00094728,New York,10-11-2010,0,,56,46
USW00094728,New York,11-11-2010,0,,56,42
USW00094728,New York,12-11-2010,0,,62,45
USW00094728,New York,13-11-2010,0,,64,46
USW00094728,New York,14-11-2010,0,,61,46
USW00094728,New York,15-11-2010,0,,57,50
USW00094728,New York,16-11-2010,0.45,,59,52
USW00094728,New York,17-11-2010,0.21,,60,51
USW00094728,New York,18-11-2010,0,,55,45
USW00094728,New York,19-11-2010,0,,48,40
USW00094728,New York,20-11-2010,0,,55,41
USW00094728,New York,21-11-2010,0,,48,39
USW00094728,New York,22-11-2010,0,,65,45
USW00094728,New York,23-11-2010,0,,61,50
USW00094728,New York,24-11-2010,0,,50,41
USW00094728,New York,25-11-2010,0.06,,46,39
USW00094728,New York,26-11-2010,0.16,,53,38
USW00094728,New York,27-11-2010,0,,42,34
USW00094728,New York,28-11-2010,0,,47,34
USW00094728,New York,29-11-2010,0,,48,35
USW00094728,New York,30-11-2010,0.09,,57,44
USW00094728,New York,01-12-2010,1.2,,60,40
USW00094728,New York,02-12-2010,0,,42,34
USW00094728,New York,03-12-2010,0,,40,33
USW00094728,New York,04-12-2010,0,,40,32
USW00094728,New York,05-12-2010,0,,35,30
USW00094728,New York,06-12-2010,0,,35,30
USW00094728,New York,07-12-2010,0,,36,30
USW00094728,New York,08-12-2010,0,,34,27
USW00094728,New York,09-12-2010,0,,30,23
USW00094728,New York,10-12-2010,0,,38,22
USW00094728,New York,11-12-2010,0,,46,34
USW00094728,New York,12-12-2010,1.38,,56,40
USW00094728,New York,13-12-2010,0.04,,49,21
USW00094728,New York,14-12-2010,0.01,,23,19
USW00094728,New York,15-12-2010,0,,27,20
USW00094728,New York,16-12-2010,0,,30,23
USW00094728,New York,17-12-2010,0,,36,23
USW00094728,New York,18-12-2010,0,,36,28
USW00094728,New York,19-12-2010,0,,37,30
USW00094728,New York,20-12-2010,0,,37,25
USW00094728,New York,21-12-2010,0,,38,28
USW00094728,New York,22-12-2010,0,,38,28
USW00094728,New York,23-12-2010,0,,35,30
USW00094728,New York,24-12-2010,0,,40,29
USW00094728,New York,25-12-2010,0,,32,25
USW00094728,New York,26-12-2010,1.09,,30,21
USW00094728,New York,27-12-2010,0.52,,28,20
USW00094728,New York,28-12-2010,0,,38,24
USW00094728,New York,29-12-2010,0,,37,31
USW00094728,New York,30-12-2010,0,,40,28
USW00094728,New York,31-12-2010,0,,45,36
USW00094728,New York,01-01-2011,0,,53,40
USW00094728,New York,02-01-2011,0.01,,52,35
USW00094728,New York,03-01-2011,0,,36,28
USW00094728,New York,04-01-2011,0,,40,30
USW00094728,New York,05-01-2011,0,,39,29
USW00094728,New York,06-01-2011,0,,33,26
USW00094728,New York,07-01-2011,0.19,,33,25
USW00094728,New York,08-01-2011,0,,31,23
USW00094728,New York,09-01-2011,0,,32,26
USW00094728,New York,10-01-2011,0,,35,24
USW00094728,New York,11-01-2011,0.25,,31,23
USW00094728,New York,12-01-2011,0.61,,31,24
USW00094728,New York,13-01-2011,0,,30,18
USW00094728,New York,14-01-2011,0,,30,18
USW00094728,New York,15-01-2011,0,,38,23
USW00094728,New York,16-01-2011,0,,37,26
USW00094728,New York,17-01-2011,0,,27,19
USW00094728,New York,18-01-2011,1.27,,41,24
USW00094728,New York,19-01-2011,0.07,,41,35
USW00094728,New York,20-01-2011,0,,35,30
USW00094728,New York,21-01-2011,0.41,,32,18
USW00094728,New York,22-01-2011,0,,24,13
USW00094728,New York,23-01-2011,0,,24,11
USW00094728,New York,24-01-2011,0,,24,6
USW00094728,New York,25-01-2011,0.05,,37,24
USW00094728,New York,26-01-2011,1.29,,35,30
USW00094728,New York,27-01-2011,0.77,,36,29
USW00094728,New York,28-01-2011,0,,34,28
USW00094728,New York,29-01-2011,0.01,,36,29
USW00094728,New York,30-01-2011,0,,39,27
USW00094728,New York,31-01-2011,0,,31,22
USW00094728,New York,01-02-2011,0.17,,30,25
USW00094728,New York,02-02-2011,0.7,,38,27
USW00094728,New York,03-02-2011,0,,34,24
USW00094728,New York,04-02-2011,0,,34,23
USW00094728,New York,05-02-2011,0.21,,43,31
USW00094728,New York,06-02-2011,0,,45,37
USW00094728,New York,07-02-2011,0.13,,45,36
USW00094728,New York,08-02-2011,0.11,,41,18
USW00094728,New York,09-02-2011,0,,29,15
USW00094728,New York,10-02-2011,0,,29,22
USW00094728,New York,11-02-2011,0,,37,19
USW00094728,New York,12-02-2011,0,,40,30
USW00094728,New York,13-02-2011,0,,46,28
USW00094728,New York,14-02-2011,0,,58,37
USW00094728,New York,15-02-2011,0,,37,25
USW00094728,New York,16-02-2011,0,,48,26
USW00094728,New York,17-02-2011,0,,63,46
USW00094728,New York,18-02-2011,0,,67,46
USW00094728,New York,19-02-2011,0,,54,23
USW00094728,New York,20-02-2011,0,,40,21
USW00094728,New York,21-02-2011,0.34,,37,24
USW00094728,New York,22-02-2011,0,,36,16
USW00094728,New York,23-02-2011,0,,40,21
USW00094728,New York,24-02-2011,0.05,,44,30
USW00094728,New York,25-02-2011,1.32,,57,34
USW00094728,New York,26-02-2011,0,,43,31
USW00094728,New York,27-02-2011,0,,50,38
USW00094728,New York,28-02-2011,0.44,,60,40
USW00094728,New York,01-03-2011,0,,46,33
USW00094728,New York,02-03-2011,0,,53,25
USW00094728,New York,03-03-2011,0,,33,20
USW00094728,New York,04-03-2011,0,,41,27
USW00094728,New York,05-03-2011,0.01,,61,41
USW00094728,New York,06-03-2011,2.02,,54,50
USW00094728,New York,07-03-2011,0.08,,53,34
USW00094728,New York,08-03-2011,0,,48,29
USW00094728,New York,09-03-2011,0,,45,34
USW00094728,New York,10-03-2011,1.07,,53,38
USW00094728,New York,11-03-2011,0.91,,55,40
USW00094728,New York,12-03-2011,0,,56,38
USW00094728,New York,13-03-2011,0,,53,41
USW00094728,New York,14-03-2011,0,,45,37
USW00094728,New York,15-03-2011,0,,47,34
USW00094728,New York,16-03-2011,0.56,,57,38
USW00094728,New York,17-03-2011,0,,65,44
USW00094728,New York,18-03-2011,0,,77,51
USW00094728,New York,19-03-2011,0,,59,38
USW00094728,New York,20-03-2011,0,,51,34
USW00094728,New York,21-03-2011,0.44,,45,36
USW00094728,New York,22-03-2011,0,,50,40
USW00094728,New York,23-03-2011,0.87,,40,32
USW00094728,New York,24-03-2011,0.09,,44,30
USW00094728,New York,25-03-2011,0,,42,28
USW00094728,New York,26-03-2011,0,,40,26
USW00094728,New York,27-03-2011,0,,45,28
USW00094728,New York,28-03-2011,0,,45,26
USW00094728,New York,29-03-2011,0,,49,31
USW00094728,New York,30-03-2011,0.01,,53,36
USW00094728,New York,31-03-2011,0.13,,43,37
USW00094728,New York,01-04-2011,0.18,,44,35
USW00094728,New York,02-04-2011,0,,55,38
USW00094728,New York,03-04-2011,0,,58,42
USW00094728,New York,04-04-2011,0.06,,63,43
USW00094728,New York,05-04-2011,0.16,,67,41
USW00094728,New York,06-04-2011,0.09,,55,38
USW00094728,New York,07-04-2011,0.02,,52,42
USW00094728,New York,08-04-2011,0,,49,42
USW00094728,New York,09-04-2011,0,,58,40
USW00094728,New York,10-04-2011,0,,56,46
USW00094728,New York,11-04-2011,0,,81,50
USW00094728,New York,12-04-2011,1.09,,72,45
USW00094728,New York,13-04-2011,0.38,,50,43
USW00094728,New York,14-04-2011,0,,69,48
USW00094728,New York,15-04-2011,0,,56,41
USW00094728,New York,16-04-2011,1.45,,55,41
USW00094728,New York,17-04-2011,0.33,,61,50
USW00094728,New York,18-04-2011,0,,63,47
USW00094728,New York,19-04-2011,0.03,,53,47
USW00094728,New York,20-04-2011,0,,65,45
USW00094728,New York,21-04-2011,0,,63,43
USW00094728,New York,22-04-2011,0,,51,40
USW00094728,New York,23-04-2011,0.75,,61,43
USW00094728,New York,24-04-2011,0.5,,80,54
USW00094728,New York,25-04-2011,0,,75,56
USW00094728,New York,26-04-2011,0,,83,54
USW00094728,New York,27-04-2011,0,,75,61
USW00094728,New York,28-04-2011,0.31,,72,61
USW00094728,New York,29-04-2011,0,,69,54
USW00094728,New York,30-04-2011,0,,67,50
USW00094728,New York,01-05-2011,0,,69,50
USW00094728,New York,02-05-2011,0,,63,50
USW00094728,New York,03-05-2011,0,,75,55
USW00094728,New York,04-05-2011,0.5,,64,46
USW00094728,New York,05-05-2011,0,,65,46
USW00094728,New York,06-05-2011,0,,72,50
USW00094728,New York,07-05-2011,0,,72,55
USW00094728,New York,08-05-2011,0,,74,52
USW00094728,New York,09-05-2011,0,,71,54
USW00094728,New York,10-05-2011,0,,75,53
USW00094728,New York,11-05-2011,0,,71,52
USW00094728,New York,12-05-2011,0,,74,52
USW00094728,New York,13-05-2011,0,,67,52
USW00094728,New York,14-05-2011,0,,64,57
USW00094728,New York,15-05-2011,0.89,,69,58
USW00094728,New York,16-05-2011,0.17,,62,53
USW00094728,New York,17-05-2011,0.67,,60,52
USW00094728,New York,18-05-2011,2.18,,67,54
USW00094728,New York,19-05-2011,0,,75,60
USW00094728,New York,20-05-2011,0.24,,64,57
USW00094728,New York,21-05-2011,0.07,,78,55
USW00094728,New York,22-05-2011,0,,58,54
USW00094728,New York,23-05-2011,0.1,,67,55
USW00094728,New York,24-05-2011,0,,81,66
USW00094728,New York,25-05-2011,0,,84,65
USW00094728,New York,26-05-2011,0,,78,64
USW00094728,New York,27-05-2011,0,,83,65
USW00094728,New York,28-05-2011,0,,84,67
USW00094728,New York,29-05-2011,0,,82,67
USW00094728,New York,30-05-2011,0.29,,86,70
USW00094728,New York,31-05-2011,0,,89,69
USW00094728,New York,01-06-2011,0,,90,69
USW00094728,New York,02-06-2011,0,,80,62
USW00094728,New York,03-06-2011,0,,76,57
USW00094728,New York,04-06-2011,0,,75,59
USW00094728,New York,05-06-2011,0,,70,56
USW00094728,New York,06-06-2011,0,,81,60
USW00094728,New York,07-06-2011,0,,87,66
USW00094728,New York,08-06-2011,0,,94,73
USW00094728,New York,09-06-2011,0.07,,95,69
USW00094728,New York,10-06-2011,0,,87,70
USW00094728,New York,11-06-2011,0.55,,72,59
USW00094728,New York,12-06-2011,0.05,,74,58
USW00094728,New York,13-06-2011,0.05,,73,60
USW00094728,New York,14-06-2011,0.05,,72,58
USW00094728,New York,15-06-2011,0,,83,56
USW00094728,New York,16-06-2011,0,,84,62
USW00094728,New York,17-06-2011,1.82,,76,64
USW00094728,New York,18-06-2011,0,,83,64
USW00094728,New York,19-06-2011,0,,83,69
USW00094728,New York,20-06-2011,0,,81,67
USW00094728,New York,21-06-2011,0,,82,70
USW00094728,New York,22-06-2011,0.27,,80,71
USW00094728,New York,23-06-2011,0.26,,71,66
USW00094728,New York,24-06-2011,0.03,,70,65
USW00094728,New York,25-06-2011,0,,80,64
USW00094728,New York,26-06-2011,0,,79,66
USW00094728,New York,27-06-2011,0,,82,66
USW00094728,New York,28-06-2011,0,,83,72
USW00094728,New York,29-06-2011,0.1,,82,69
USW00094728,New York,30-06-2011,0,,82,65
USW00094728,New York,01-07-2011,0,,83,63
USW00094728,New York,02-07-2011,0,,86,68
USW00094728,New York,03-07-2011,0.84,,74,69
USW00094728,New York,04-07-2011,0,,86,70
USW00094728,New York,05-07-2011,0,,87,70
USW00094728,New York,06-07-2011,0,,89,73
USW00094728,New York,07-07-2011,0,,92,74
USW00094728,New York,08-07-2011,0.4,,85,68
USW00094728,New York,09-07-2011,0,,88,67
USW00094728,New York,10-07-2011,0,,86,68
USW00094728,New York,11-07-2011,0,,91,74
USW00094728,New York,12-07-2011,0,,93,78
USW00094728,New York,13-07-2011,0.11,,86,69
USW00094728,New York,14-07-2011,0,,84,64
USW00094728,New York,15-07-2011,0,,87,66
USW00094728,New York,16-07-2011,0,,90,70
USW00094728,New York,17-07-2011,0,,91,72
USW00094728,New York,18-07-2011,0.11,,95,75
USW00094728,New York,19-07-2011,0,,94,75
USW00094728,New York,20-07-2011,0,,89,75
USW00094728,New York,21-07-2011,0,,97,75
USW00094728,New York,22-07-2011,0,,104,84
USW00094728,New York,23-07-2011,0,,100,83
USW00094728,New York,24-07-2011,0.03,,91,78
USW00094728,New York,25-07-2011,0.32,,80,68
USW00094728,New York,26-07-2011,0.14,,90,69
USW00094728,New York,27-07-2011,0,,84,68
USW00094728,New York,28-07-2011,0,,87,71
USW00094728,New York,29-07-2011,1.08,,84,71
USW00094728,New York,30-07-2011,0,,91,74
USW00094728,New York,31-07-2011,0,,91,71
USW00094728,New York,01-08-2011,0.02,,94,71
USW00094728,New York,02-08-2011,0,,91,73
USW00094728,New York,03-08-2011,0.76,,88,67
USW00094728,New York,04-08-2011,0,,84,67
USW00094728,New York,05-08-2011,0,,86,70
USW00094728,New York,06-08-2011,0.19,,85,72
USW00094728,New York,07-08-2011,0.16,,89,73
USW00094728,New York,08-08-2011,0,,90,74
USW00094728,New York,09-08-2011,2.09,,83,71
USW00094728,New York,10-08-2011,0,,86,70
USW00094728,New York,11-08-2011,0,,82,69
USW00094728,New York,12-08-2011,0,,84,64
USW00094728,New York,13-08-2011,0,,85,69
USW00094728,New York,14-08-2011,5.81,,72,67
